82	82	83	1	0.448367506	0.251626015	1.9633E-06	0.448367506	0.251626015	1.9633E-06	170	1
83	83	84	1	0.014875001	0.009425	7.85E-08	0.014875001	0.009425	7.85E-08	210	1
84	83	85	1	0.47064504	0.298207015	0.000002485	0.47064504	0.298207015	0.000002485	210	1
85	82	86	1	0.0008925	0.0005655	4.7E-09	0.0008925	0.0005655	4.7E-09	210	1
86	86	87	1	0.301420003	0.194476992	9.2935E-06	0.301420003	0.194476992	9.2935E-06	210	1
87	87	88	1	0.056659997	0.062325995	5.85629E-05	0.056659997	0.062325995	5.85629E-05	471	1
88	88	89	1	0.597128809	0.378231198	0.000004239	0.597128809	0.378231198	0.000004239	210	1
89	89	90	1	0.147476196	0.083796605	7.27257E-05	0.147476196	0.083796605	7.27257E-05	210	1
90	89	91	1	0.400522023	0.25376761	2.1935E-06	0.400522023	0.25376761	2.1935E-06	210	1
91	87	92	1	0.1285	0.141350001	0.000132816	0.1285	0.141350001	0.000132816	471	1
92	92	93	1	0.10287001	0.113157004	0.000106325	0.10287001	0.113157004	0.000106325	471	1
93	93	94	1	0.06645	0.073095001	6.86817E-05	0.06645	0.073095001	6.86817E-05	471	1
94	94	95	1	0.089713	0.053130999	3.47514E-05	0.089713	0.053130999	3.47514E-05	319	1
95	95	96	1	0.203734011	0.120658003	7.89187E-05	0.203734011	0.120658003	7.89187E-05	319	1
96	96	97	1	0.058310002	0.036945999	3.079E-07	0.058310002	0.036945999	3.079E-07	210	1
97	97	98	1	0.0018445	0.0011687	9.7E-09	0.0018445	0.0011687	9.7E-09	210	1
98	98	99	1	0.517055035	0.327612996	0.00000273	0.517055035	0.327612996	0.00000273	210	1
99	99	100	1	0.636650085	0.40339002	3.3615E-06	0.636650085	0.40339002	3.3615E-06	210	1
100	100	101	1	0.894285083	0.566631019	4.7218E-06	0.894285083	0.566631019	4.7218E-06	210	1
101	101	102	1	0.008330001	0.005278	0.000000044	0.008330001	0.005278	0.000000044	210	1
102	101	103	1	0.672839999	0.419159979	0.000069668	0.672839999	0.419159979	0.000069668	210	1
103	100	104	1	0.018445	0.011687	9.74E-08	0.018445	0.011687	9.74E-08	210	1
